@relation results

@attribute seed numeric
@attribute demands_count numeric
@attribute erlang numeric
@attribute usage_1 numeric
@attribute usage_2 numeric
@attribute usage_3 numeric
@attribute usage_4 numeric
@attribute usage_5 numeric
@attribute usage_class {B,E,A,D,C}
@attribute blocked_all numeric

@data
120,100000,1000,83,62,51,26,16,E,13.060703
120,100000,1000,94,65,53,15,5,E,11.556318
120,100000,1000,79,67,51,38,4,A,0.043878
120,100000,1000,84,61,48,29,8,D,6.613025
120,100000,1000,74,65,59,27,6,A,0.009318
120,100000,1000,99,67,35,29,20,E,15.289497
120,100000,1000,86,60,52,20,17,E,13.692528
120,100000,1000,88,68,52,38,8,D,9.476608
120,100000,1000,79,70,35,15,10,D,9.446622
120,100000,1000,79,76,46,6,1,D,6.262849
120,100000,1000,74,45,38,17,9,D,9.252136
120,100000,1000,92,80,54,25,4,E,13.95876
120,100000,1000,87,47,18,6,1,E,13.365477
120,100000,1000,42,37,34,24,10,E,12.753897
120,100000,1000,84,74,60,11,9,C,2.696881
120,100000,1000,55,52,41,37,17,B,0.259117
120,100000,1000,51,45,39,34,13,D,4.790314
120,100000,1000,98,73,60,20,14,E,16.031355
120,100000,1000,80,70,46,13,3,D,4.549578
120,100000,1000,78,50,38,32,20,E,15.26832
120,100000,1000,91,49,25,18,9,E,15.374118
120,100000,1000,89,80,40,19,8,E,13.560216
120,100000,1000,74,65,48,23,14,E,11.414859
120,100000,1000,75,48,46,18,15,E,12.901116
120,100000,1000,91,31,20,12,8,E,15.350909
120,100000,1000,76,71,34,21,1,C,3.236291
120,100000,1000,85,70,55,23,7,D,7.993739
120,100000,1000,80,77,48,37,3,C,2.587101
120,100000,1000,66,55,22,15,3,B,0.224387
120,100000,1000,90,49,36,28,1,E,11.686681
120,100000,1000,88,75,56,26,15,E,14.546707
120,100000,1000,75,59,48,32,16,E,14.88316
120,100000,1000,88,77,30,22,6,E,11.81264
120,100000,1000,94,79,36,24,3,E,12.285301
120,100000,1000,87,61,40,37,18,E,13.995861
120,100000,1000,79,55,45,27,7,A,0.073949
120,100000,1000,88,58,38,33,11,E,13.685751
120,100000,1000,63,59,56,39,11,E,12.850801
120,100000,1000,86,65,46,30,17,E,14.502659
120,100000,1000,55,42,33,15,10,D,6.723906
120,100000,1000,72,71,33,26,11,E,12.670207
120,100000,1000,96,73,59,35,1,D,8.958374
120,100000,1000,81,44,39,28,3,D,4.873919
120,100000,1000,78,64,48,39,14,E,14.94237
120,100000,1000,76,51,49,22,4,A,0.044132
120,100000,1000,84,43,41,9,3,D,8.970996
120,100000,1000,89,40,30,20,12,E,15.773763
120,100000,1000,97,67,55,26,12,E,16.328335
120,100000,1000,92,67,58,38,15,E,17.812475
120,100000,1000,97,62,37,10,7,E,12.57254
120,100000,1000,99,59,51,20,9,E,16.130715
120,100000,1000,59,55,36,33,12,D,9.859142
120,100000,1000,89,76,46,33,4,D,7.852533
120,100000,1000,78,71,55,34,20,E,16.950927
120,100000,1000,96,76,59,21,20,E,14.092596
120,100000,1000,86,55,43,35,16,E,15.673471
120,100000,1000,85,53,50,26,8,C,1.422474
120,100000,1000,83,57,42,25,13,E,13.707267
120,100000,1000,86,65,37,35,1,A,0.072339
120,100000,1000,72,66,44,13,6,E,10.808615
120,100000,1000,87,51,46,34,10,E,13.752923
120,100000,1000,60,55,17,14,2,A,0.08801
120,100000,1000,77,69,58,27,8,A,0.003134
120,100000,1000,91,79,37,23,7,E,13.023093
120,100000,1000,58,44,40,22,7,E,13.407152
120,100000,1000,94,79,49,18,12,E,14.521888
120,100000,1000,85,80,49,30,14,E,15.382843
120,100000,1000,87,54,44,23,11,E,12.186195
120,100000,1000,88,80,45,27,20,E,15.768342
120,100000,1000,79,56,32,26,7,D,6.677063
120,100000,1000,84,72,58,37,13,E,16.550351
120,100000,1000,66,63,36,35,1,A,0.000678
120,100000,1000,94,53,22,16,12,E,15.796972
120,100000,1000,68,39,7,3,1,B,0.162721
120,100000,1000,60,58,33,20,8,A,0.08369
120,100000,1000,81,80,41,37,14,E,12.310628
120,100000,1000,98,77,46,17,11,E,14.449718
120,100000,1000,59,43,33,16,13,D,8.060826
120,100000,1000,90,58,56,18,17,E,14.642001
120,100000,1000,84,56,49,33,9,D,6.086321
120,100000,1000,84,59,40,32,20,E,16.548148
120,100000,1000,91,74,57,32,4,D,9.827377
120,100000,1000,97,56,38,34,18,E,16.254471
120,100000,1000,76,49,41,37,13,E,11.900565
120,100000,1000,82,77,57,37,6,E,11.564111
120,100000,1000,87,78,43,15,9,E,11.905563
120,100000,1000,77,65,56,35,9,D,8.243283
120,100000,1000,87,71,56,26,11,E,15.694139
120,100000,1000,37,34,27,11,4,D,5.640681
120,100000,1000,79,58,44,37,13,E,15.117882
120,100000,1000,86,64,44,30,17,E,13.41774
120,100000,1000,84,45,24,17,12,E,14.673004
120,100000,1000,86,77,56,23,19,E,13.259085
120,100000,1000,75,65,58,32,7,E,10.783034
120,100000,1000,92,77,59,37,19,E,18.71841
120,100000,1000,83,64,37,30,19,E,15.157439
120,100000,1000,96,70,35,21,20,E,15.750553
120,100000,1000,49,21,19,15,8,E,13.316432
120,100000,1000,59,56,54,39,9,A,0.04625
120,100000,1000,84,74,38,30,10,E,13.617224
120,100000,1000,92,78,45,33,11,E,13.635436
120,100000,1000,72,67,30,22,17,E,15.320669
120,100000,1000,44,41,36,27,17,C,2.131381
120,100000,1000,86,42,37,30,4,E,11.17082
120,100000,1000,76,55,36,29,12,E,13.449082
120,100000,1000,89,61,27,11,4,E,13.985866
120,100000,1000,99,33,29,13,11,E,15.281365
120,100000,1000,83,77,42,33,20,E,15.084253
120,100000,1000,84,44,42,37,5,D,6.863248
120,100000,1000,70,60,44,39,18,E,11.924706
120,100000,1000,69,32,25,22,10,E,13.16269
120,100000,1000,82,78,52,27,10,E,14.008821
120,100000,1000,94,78,48,28,4,E,10.338072
120,100000,1000,88,75,53,24,6,E,13.52608
120,100000,1000,93,65,52,26,10,E,14.435911
120,100000,1000,82,75,52,21,12,E,13.761987
120,100000,1000,54,41,35,23,13,B,0.128245
120,100000,1000,70,66,37,28,15,E,14.165105
120,100000,1000,99,64,57,20,8,E,12.31012
120,100000,1000,74,67,55,38,5,A,0.056499
120,100000,1000,98,62,33,32,19,E,16.374924
120,100000,1000,84,51,27,22,15,E,15.355483
120,100000,1000,89,50,40,20,19,E,15.117035
120,100000,1000,82,42,29,18,16,E,13.973922
120,100000,1000,69,59,54,21,5,A,0.033205
120,100000,1000,98,66,46,35,15,E,13.618325
120,100000,1000,83,62,44,21,12,E,12.991244
120,100000,1000,99,78,31,16,13,E,14.897222
120,100000,1000,78,33,13,10,8,E,12.105215
120,100000,1000,95,68,36,34,11,E,13.897856
120,100000,1000,86,78,46,31,16,E,15.48898
120,100000,1000,53,51,39,31,13,E,11.143121
120,100000,1000,84,52,49,13,10,D,8.576857
120,100000,1000,78,73,46,26,12,E,15.186324
120,100000,1000,68,67,42,25,17,E,12.483599
120,100000,1000,96,35,24,21,16,E,15.65619
120,100000,1000,94,63,57,23,19,E,15.156762
120,100000,1000,62,47,41,35,11,B,0.113676
120,100000,1000,82,52,29,11,10,E,13.914289
120,100000,1000,86,63,51,26,20,D,7.617049
120,100000,1000,95,54,40,8,5,E,14.553568
120,100000,1000,81,77,49,37,6,E,10.75686
120,100000,1000,74,56,43,27,15,E,11.462379
120,100000,1000,91,80,42,17,1,E,12.286487
120,100000,1000,90,73,40,31,2,D,8.672914
120,100000,1000,63,52,34,11,7,B,0.401508
120,100000,1000,70,61,57,30,17,D,7.823818
120,100000,1000,69,63,57,11,4,A,0.04049
120,100000,1000,67,44,20,12,2,E,13.409947
120,100000,1000,75,49,37,36,20,E,13.303895
120,100000,1000,43,38,26,13,10,B,0.176359
120,100000,1000,87,69,47,18,10,E,11.615104
120,100000,1000,78,70,59,39,16,E,17.035549
120,100000,1000,72,60,47,33,20,E,14.819461
120,100000,1000,92,74,60,29,2,E,11.237568
120,100000,1000,86,66,50,23,4,E,11.983831
120,100000,1000,88,77,30,28,6,D,6.350435
120,100000,1000,81,75,59,26,11,E,14.183655
120,100000,1000,90,79,57,35,15,E,14.719846
120,100000,1000,61,54,38,36,9,A,0.04176
120,100000,1000,95,59,45,30,15,E,15.507361
120,100000,1000,90,68,33,26,19,E,16.29081
120,100000,1000,94,73,29,18,9,E,12.222195
120,100000,1000,80,73,50,6,1,C,2.519336
120,100000,1000,99,60,59,25,16,E,17.583938
120,100000,1000,99,80,28,9,1,E,12.921785
120,100000,1000,90,67,49,37,6,E,10.486901
120,100000,1000,94,79,22,18,6,E,15.432312
120,100000,1000,73,68,42,34,11,D,9.830426
120,100000,1000,65,44,36,15,7,B,0.121045
120,100000,1000,82,68,41,13,9,D,4.626322
120,100000,1000,65,60,45,36,13,E,11.729289
120,100000,1000,93,75,38,15,11,E,13.535228
120,100000,1000,89,65,47,32,15,E,12.182722
120,100000,1000,88,31,21,20,8,E,13.099329
120,100000,1000,92,67,53,12,5,E,13.492706
120,100000,1000,89,29,20,16,1,E,12.815224
120,100000,1000,87,52,33,25,5,E,15.689904
120,100000,1000,96,50,42,37,16,E,15.468227
120,100000,1000,92,77,56,19,7,E,16.715443
120,100000,1000,60,54,43,21,16,A,0.096565
120,100000,1000,98,67,42,33,10,E,15.240706
120,100000,1000,40,29,25,23,16,E,13.256714
120,100000,1000,81,78,29,19,18,E,13.590033
120,100000,1000,99,80,60,19,10,E,13.924793
120,100000,1000,90,74,55,39,6,E,14.721625
120,100000,1000,98,80,43,6,5,E,14.155109
120,100000,1000,81,64,24,18,9,E,10.687146
120,100000,1000,81,78,58,38,11,E,14.45768
120,100000,1000,75,73,33,25,17,E,12.816071
120,100000,1000,97,64,47,23,14,E,13.643991
120,100000,1000,71,45,41,23,12,E,12.884683
120,100000,1000,89,53,41,38,5,D,9.649409
120,100000,1000,92,66,60,37,13,E,16.824037
120,100000,1000,77,72,52,25,20,E,15.946649
120,100000,1000,82,71,30,28,10,D,6.187545
120,100000,1000,84,57,37,28,6,D,7.709888
120,100000,1000,60,48,31,27,11,E,10.601339
120,100000,1000,52,38,35,20,19,D,7.785022
120,100000,1000,70,39,29,23,4,D,6.968199
120,100000,1000,76,44,31,26,20,E,13.878966
120,100000,1000,75,69,49,27,3,A,0.095888
120,100000,1000,85,75,51,13,6,E,13.030632
120,100000,1000,84,77,48,35,18,E,16.222537
120,100000,1000,84,77,43,15,6,E,10.66021
120,100000,1000,62,54,52,30,7,A,0.034899
120,100000,1000,89,66,38,34,12,E,14.79947
120,100000,1000,46,18,17,10,9,E,14.028812
120,100000,1000,96,71,45,38,10,E,10.642506
120,100000,1000,70,54,41,25,1,A,0.095888
120,100000,1000,86,77,32,13,1,D,9.413078
120,100000,1000,77,68,51,27,18,E,13.520404
120,100000,1000,90,76,59,36,19,E,18.879606
120,100000,1000,98,54,39,36,20,E,12.803365
120,100000,1000,82,79,49,17,1,E,10.644116
120,100000,1000,71,67,34,27,20,E,11.321004
120,100000,1000,86,72,33,32,3,D,6.095977
120,100000,1000,82,66,54,24,20,E,11.956725
120,100000,1000,92,67,49,29,16,E,16.001199
120,100000,1000,93,77,45,38,4,D,8.490965
120,100000,1000,83,72,34,32,19,E,14.959142
120,100000,1000,62,56,45,38,13,D,8.248281
120,100000,1000,87,52,40,13,11,E,11.935887
120,100000,1000,83,68,49,28,11,E,14.436673
120,100000,1000,62,54,49,37,1,A,0.093177
120,100000,1000,85,65,54,32,18,E,13.351585
120,100000,1000,89,77,57,23,10,E,15.921999
120,100000,1000,99,65,37,17,11,E,14.101829
120,100000,1000,53,47,36,23,2,A,0.095464
120,100000,1000,85,61,53,15,6,A,0.054043
120,100000,1000,75,72,40,37,19,E,13.721497
120,100000,1000,96,74,49,38,14,E,16.460054
120,100000,1000,86,78,50,23,2,E,11.426548
120,100000,1000,66,55,52,34,9,A,0.050061
120,100000,1000,88,76,52,33,11,E,14.515281
120,100000,1000,83,80,44,10,7,E,12.168745
120,100000,1000,86,75,25,23,16,D,9.723358
120,100000,1000,98,50,41,37,5,D,5.0064
120,100000,1000,76,65,54,38,20,E,15.974348
120,100000,1000,76,59,28,24,8,D,6.258698
120,100000,1000,90,78,41,37,6,D,7.216388
120,100000,1000,50,46,45,31,6,B,0.110118
120,100000,1000,86,69,59,30,20,E,15.062484
120,100000,1000,92,51,29,24,13,E,14.186196
120,100000,1000,83,72,46,32,5,D,7.617896
120,100000,1000,91,74,46,5,1,E,10.351794
120,100000,1000,79,63,8,7,1,A,0.04608
120,100000,1000,79,59,49,38,11,E,15.242823
120,100000,1000,65,64,40,26,13,E,15.220715
120,100000,1000,97,67,18,14,11,E,12.901286
120,100000,1000,86,58,45,31,6,D,9.142357
120,100000,1000,87,65,49,14,3,D,8.5096
120,100000,1000,69,46,35,28,11,E,13.156506
120,100000,1000,71,49,45,19,3,A,0.091059
120,100000,1000,66,64,49,18,13,E,12.409396
120,100000,1000,78,51,42,32,18,E,14.460899
120,100000,1000,58,46,21,7,3,D,5.213168
120,100000,1000,98,67,40,24,18,E,14.069471
120,100000,1000,63,60,56,38,2,A,0.077167
120,100000,1000,77,76,39,18,1,D,8.106567
120,100000,1000,74,53,33,28,13,E,14.928817
120,100000,1000,87,60,36,17,4,E,10.118089
120,100000,1000,69,59,55,32,18,E,13.39487
120,100000,1000,98,53,45,35,15,E,14.884516
120,100000,1000,37,36,15,13,6,D,7.533614
120,100000,1000,67,56,38,15,2,E,15.202842
120,100000,1000,94,57,44,34,16,E,14.98989
120,100000,1000,88,54,44,34,2,E,13.553101
120,100000,1000,75,59,36,21,19,E,13.114492
120,100000,1000,63,60,57,34,3,A,0.0216
120,100000,1000,99,77,36,30,12,E,14.951942
120,100000,1000,82,61,59,38,15,E,16.201022
120,100000,1000,78,61,58,14,11,D,8.431416
120,100000,1000,84,39,37,27,8,E,11.715312
120,100000,1000,62,57,50,22,1,A,0.047436
120,100000,1000,86,63,50,39,5,B,0.278769
120,100000,1000,82,54,36,31,7,C,1.931051
120,100000,1000,39,27,25,23,3,D,9.420448
120,100000,1000,79,66,32,22,12,E,12.146044
120,100000,1000,72,51,47,34,20,E,15.499484
120,100000,1000,92,58,50,24,5,D,9.173783
120,100000,1000,60,58,43,37,15,B,0.133497
120,100000,1000,79,57,43,29,14,E,13.653224
120,100000,1000,70,69,53,31,16,A,0.04752
120,100000,1000,66,35,34,24,3,A,0.082335
120,100000,1000,32,29,23,6,3,D,8.839447
120,100000,1000,81,72,39,16,9,D,6.050575
120,100000,1000,81,76,44,35,8,D,6.685872
120,100000,1000,89,47,44,38,20,E,15.427314
120,100000,1000,51,43,17,7,4,B,0.131972
120,100000,1000,86,66,38,31,7,D,7.241461
120,100000,1000,82,78,41,27,17,E,14.992431
120,100000,1000,87,41,38,37,12,E,14.601681
120,100000,1000,99,65,37,20,8,E,12.953719
120,100000,1000,99,56,28,26,19,E,17.046645
120,100000,1000,64,59,39,21,16,B,0.17314
120,100000,1000,95,59,54,39,7,E,11.6467
120,100000,1000,98,77,39,37,19,E,15.431126
120,100000,1000,67,61,57,28,17,D,8.893659
120,100000,1000,91,69,53,35,4,D,6.757365
120,100000,1000,99,54,52,24,17,E,13.165146
120,100000,1000,80,68,51,14,1,D,8.349844
120,100000,1000,70,63,26,24,13,C,3.698618
120,100000,1000,72,66,53,20,19,E,11.968499
120,100000,1000,95,69,42,12,7,E,12.664786
120,100000,1000,80,67,54,26,18,E,15.150409
120,100000,1000,63,60,59,29,20,E,13.460517
120,100000,1000,74,48,38,30,14,E,13.18717
120,100000,1000,71,47,45,39,13,C,1.505401
120,100000,1000,90,78,39,12,8,E,13.273909
120,100000,1000,74,52,47,29,13,D,7.212492
120,100000,1000,82,79,42,31,12,E,14.731451
120,100000,1000,82,60,56,31,19,E,14.402028
120,100000,1000,98,76,59,36,10,E,14.81099
120,100000,1000,86,79,60,20,15,E,13.403171
120,100000,1000,63,56,34,11,3,A,0.083859
120,100000,1000,73,70,49,30,16,E,14.501897
120,100000,1000,92,68,54,23,16,E,14.066591
120,100000,1000,63,31,20,18,14,D,8.984125
120,100000,1000,91,72,53,30,7,E,14.272427
120,100000,1000,87,77,54,28,11,E,16.159516
120,100000,1000,71,70,41,36,16,E,11.092297
120,100000,1000,87,73,42,31,20,E,13.885319
120,100000,1000,87,71,42,39,13,D,8.587615
120,100000,1000,59,55,29,14,1,A,0.041337
120,100000,1000,97,57,41,36,15,E,13.811371
120,100000,1000,85,70,49,25,17,E,13.18988
120,100000,1000,99,75,59,17,13,E,14.060153
120,100000,1000,70,68,48,11,2,E,11.476779
120,100000,1000,89,72,55,31,2,E,12.688165
120,100000,1000,71,64,60,29,12,E,13.251631
120,100000,1000,93,77,48,34,16,E,14.877485
120,100000,1000,99,57,51,20,13,E,15.545225
120,100000,1000,59,19,17,12,7,E,14.487328
120,100000,1000,95,79,56,34,19,E,16.513249
120,100000,1000,76,73,54,16,5,E,10.863929
120,100000,1000,45,19,18,14,7,E,13.068327
120,100000,1000,80,73,49,24,16,E,13.452809
120,100000,1000,81,74,51,37,7,E,10.82598
120,100000,1000,59,54,53,37,13,E,12.446921
120,100000,1000,79,71,38,18,11,E,11.126179
120,100000,1000,90,44,34,12,4,E,12.552719
120,100000,1000,72,65,45,5,1,A,0.015332
120,100000,1000,97,62,48,22,16,E,15.627306
120,100000,1000,81,73,60,3,2,A,0.005675
120,100000,1000,61,44,34,27,19,E,15.256969
120,100000,1000,78,36,30,22,19,E,15.933858
120,100000,1000,99,57,49,20,6,E,15.296866
120,100000,1000,96,60,41,38,3,B,0.169413
120,100000,1000,93,50,16,5,2,E,11.658051
120,100000,1000,54,51,45,26,17,B,0.19474
120,100000,1000,90,80,33,24,15,E,13.778251
120,100000,1000,95,43,42,18,17,E,11.781976
120,100000,1000,78,72,58,27,2,D,8.846901
120,100000,1000,87,48,28,21,15,E,15.207924
120,100000,1000,72,63,24,16,7,B,0.126636
120,100000,1000,80,71,49,5,2,B,0.19042
120,100000,1000,79,60,38,24,20,E,16.372467
120,100000,1000,80,76,19,13,11,D,5.842028
120,100000,1000,98,77,37,33,2,E,11.33659
120,100000,1000,84,68,48,14,3,E,10.644793
120,100000,1000,91,60,57,16,7,E,14.56297
120,100000,1000,96,74,60,17,12,E,15.194541
120,100000,1000,59,56,48,24,9,A,0.077506
120,100000,1000,79,66,35,26,7,A,0.095803
120,100000,1000,91,80,59,34,6,E,14.309614
120,100000,1000,86,43,38,36,9,C,3.20927
120,100000,1000,80,52,40,36,5,C,2.200671
120,100000,1000,74,28,17,13,5,E,13.378606
120,100000,1000,92,44,24,20,12,E,15.055538
120,100000,1000,58,55,42,34,19,E,13.034275
120,100000,1000,85,60,53,11,4,D,5.464237
120,100000,1000,92,41,39,33,2,E,11.879727
120,100000,1000,87,71,59,29,12,E,15.76724
120,100000,1000,69,60,37,16,14,E,13.561741
120,100000,1000,82,78,37,25,15,E,14.73179
120,100000,1000,90,48,40,27,12,E,16.180353
120,100000,1000,89,59,53,32,7,E,13.516677
120,100000,1000,67,54,28,11,6,E,11.674314
120,100000,1000,99,63,21,20,19,E,11.703114
120,100000,1000,83,73,46,39,20,E,17.212161
120,100000,1000,73,54,47,33,16,E,13.323886
120,100000,1000,89,78,19,16,7,E,12.577962
120,100000,1000,82,78,34,26,19,E,16.256843
120,100000,1000,98,61,58,2,1,E,11.671773
120,100000,1000,93,48,39,13,9,E,14.635055
120,100000,1000,86,77,52,39,18,E,16.900273
120,100000,1000,94,70,58,17,6,E,15.227661
120,100000,1000,71,54,53,28,11,E,14.314865
120,100000,1000,76,68,38,10,1,A,0.028885
120,100000,1000,97,55,49,33,7,E,10.202372
120,100000,1000,89,78,33,15,5,E,13.91395
120,100000,1000,57,56,50,20,13,B,0.137733
120,100000,1000,83,69,51,5,1,B,0.228877
120,100000,1000,91,49,38,30,4,D,9.997298
120,100000,1000,82,71,60,32,11,E,16.14105
120,100000,1000,92,80,51,23,17,E,15.843137
120,100000,1000,80,48,19,14,4,E,12.838857
120,100000,1000,89,78,60,20,18,E,13.605619
120,100000,1000,74,45,44,15,8,C,3.286014
120,100000,1000,88,71,54,24,4,E,10.453696
120,100000,1000,81,75,57,39,5,D,8.066332
120,100000,1000,81,75,42,37,9,D,4.431667
120,100000,1000,57,51,50,36,18,D,6.59278
120,100000,1000,80,66,52,30,20,E,15.57987
120,100000,1000,96,73,54,36,17,E,16.701213
120,100000,1000,65,58,47,38,6,A,0.047266
120,100000,1000,63,25,18,12,4,E,11.563434
120,100000,1000,62,55,39,13,6,C,2.616833
120,100000,1000,85,78,46,13,5,E,10.877058
120,100000,1000,67,26,24,21,6,D,8.773969
120,100000,1000,68,57,45,37,17,D,5.220537
120,100000,1000,80,50,39,37,18,E,10.911364
120,100000,1000,94,79,56,24,4,E,14.547384
120,100000,1000,96,72,36,23,11,E,13.103141
120,100000,1000,77,61,24,15,14,E,12.291824
120,100000,1000,79,67,27,26,8,A,0.006777
120,100000,1000,75,74,25,22,6,D,4.020926
120,100000,1000,90,70,47,36,20,E,17.968928
120,100000,1000,52,40,39,17,3,B,0.163229
120,100000,1000,85,55,47,25,20,E,14.554838
120,100000,1000,96,64,56,37,1,D,5.433997
120,100000,1000,88,29,21,20,12,E,15.976211
120,100000,1000,94,52,41,15,9,E,14.203646
120,100000,1000,81,64,27,22,20,D,6.963201
120,100000,1000,88,73,59,37,9,E,14.018647
120,100000,1000,66,54,22,15,1,A,0.070984
120,100000,1000,73,58,46,34,1,A,0.067257
120,100000,1000,96,76,44,13,6,E,13.071376
120,100000,1000,78,74,57,31,1,E,10.909331
120,100000,1000,58,36,31,20,13,D,5.782818
120,100000,1000,56,40,36,29,20,D,6.06633
120,100000,1000,82,70,59,25,9,E,13.36446
120,100000,1000,87,73,44,20,19,E,13.289664
120,100000,1000,95,67,42,30,13,E,17.174721
120,100000,1000,70,60,56,24,1,A,0.01601
120,100000,1000,97,79,53,29,18,E,14.645898
120,100000,1000,81,70,45,15,8,D,9.968667
120,100000,1000,87,77,30,22,20,E,13.707436
120,100000,1000,96,53,35,33,19,E,15.282297
120,100000,1000,73,66,41,32,1,A,0.036678
120,100000,1000,82,51,47,38,17,E,13.769611
120,100000,1000,89,58,51,24,11,E,13.044694
120,100000,1000,72,47,19,18,1,B,0.573377
120,100000,1000,98,78,34,26,17,E,15.828737
120,100000,1000,83,72,39,26,1,D,7.482705
120,100000,1000,81,65,49,32,20,E,16.738822
120,100000,1000,68,48,34,21,4,E,14.211015
120,100000,1000,90,56,47,21,1,D,8.727634
120,100000,1000,91,67,60,30,20,E,12.844278
120,100000,1000,94,75,50,20,11,E,15.607315
120,100000,1000,92,62,42,38,14,E,14.940591
120,100000,1000,89,73,52,34,18,E,16.577372
120,100000,1000,96,74,57,32,16,E,16.08472
120,100000,1000,94,75,58,36,17,E,15.545733
120,100000,1000,86,80,52,16,11,E,13.569195
120,100000,1000,68,56,38,26,1,A,0.035915
120,100000,1000,81,77,32,29,7,D,9.252983
120,100000,1000,72,62,45,12,9,A,0.039897
120,100000,1000,93,75,38,25,17,E,14.883245
120,100000,1000,77,59,57,37,15,D,8.145193
120,100000,1000,68,39,35,20,13,E,15.688379
120,100000,1000,76,75,46,38,14,E,12.104114
120,100000,1000,83,65,55,26,16,E,11.728611
120,100000,1000,71,66,54,20,4,E,12.546451
120,100000,1000,87,80,48,37,10,E,11.519725
120,100000,1000,36,31,18,16,4,D,9.234856
120,100000,1000,88,72,28,8,6,E,12.16434
120,100000,1000,80,77,52,33,3,D,6.943041
120,100000,1000,78,77,49,22,7,E,12.480465
120,100000,1000,94,59,43,14,8,E,13.176666
120,100000,1000,53,49,28,3,1,B,0.246072
120,100000,1000,94,44,12,9,8,E,14.809889
120,100000,1000,84,73,50,34,20,E,18.520536
120,100000,1000,90,64,57,34,20,E,16.199582
120,100000,1000,86,64,59,26,17,E,14.967697
120,100000,1000,93,76,55,33,11,E,15.701508
120,100000,1000,95,76,48,32,7,E,13.955287
120,100000,1000,93,61,27,6,3,E,10.59812
120,100000,1000,84,57,42,27,15,E,13.570297
120,100000,1000,95,77,56,25,12,E,14.595328
120,100000,1000,90,59,22,5,4,E,14.446414
120,100000,1000,93,62,20,17,13,E,13.956049
120,100000,1000,75,50,46,26,1,B,0.549914
120,100000,1000,83,78,58,35,17,E,17.281875
120,100000,1000,85,59,24,19,16,E,14.100643
120,100000,1000,94,27,24,15,14,E,14.149434
120,100000,1000,86,52,27,22,3,E,12.527223
120,100000,1000,83,61,60,25,13,E,10.390081
120,100000,1000,99,68,30,11,2,E,12.323419
120,100000,1000,74,62,52,36,17,E,14.332738
120,100000,1000,82,77,34,32,13,E,10.54467
120,100000,1000,94,78,36,34,19,E,16.756695
120,100000,1000,77,63,42,30,1,A,0.043708
120,100000,1000,82,59,50,31,13,E,15.535992
120,100000,1000,90,60,55,38,18,E,15.728953
120,100000,1000,76,67,58,15,3,A,0.008809
120,100000,1000,92,73,52,35,13,E,14.069217
120,100000,1000,85,75,55,33,16,E,15.255868
120,100000,1000,95,77,41,21,9,E,14.809381
120,100000,1000,89,61,60,10,7,E,13.536583
120,100000,1000,59,49,35,32,16,E,13.637892
120,100000,1000,99,66,50,35,17,E,14.340023
120,100000,1000,82,52,38,36,14,E,15.065618
120,100000,1000,96,79,59,38,14,E,15.933519
120,100000,1000,62,35,30,27,14,E,14.683931
120,100000,1000,81,53,50,26,13,E,13.262389
120,100000,1000,75,74,44,19,3,D,7.274158
120,100000,1000,73,68,43,36,16,E,11.200128
120,100000,1000,82,80,55,32,17,E,16.682408
120,100000,1000,62,51,50,29,13,A,0.054974
120,100000,1000,90,75,43,23,1,E,11.129568
120,100000,1000,65,58,53,38,6,A,0.030325
120,100000,1000,78,66,53,26,2,A,0.026174
120,100000,1000,99,64,47,17,6,E,11.267385
120,100000,1000,92,74,41,30,8,D,9.927839
120,100000,1000,89,70,44,27,11,E,15.077307
120,100000,1000,88,78,57,36,7,E,15.213854
120,100000,1000,90,77,41,38,19,E,15.61028
120,100000,1000,84,77,53,26,15,E,12.691807
120,100000,1000,83,79,60,30,9,E,14.080737
120,100000,1000,99,69,19,11,9,E,14.037452
120,100000,1000,76,53,34,5,4,C,3.939862
120,100000,1000,90,80,59,24,20,E,15.144395
120,100000,1000,97,44,37,32,20,E,16.341804
120,100000,1000,81,77,47,38,13,E,11.741402
120,100000,1000,78,53,40,30,20,E,14.567544
120,100000,1000,91,73,30,28,18,E,14.848092
120,100000,1000,73,61,12,10,5,A,0.013638
120,100000,1000,77,69,58,39,1,A,0.04625
120,100000,1000,83,69,36,26,20,E,14.559328
120,100000,1000,65,38,27,17,3,D,6.562116
120,100000,1000,69,67,38,17,5,A,0.091483
120,100000,1000,92,54,39,13,6,E,13.997386
120,100000,1000,71,58,57,30,20,E,14.189415
120,100000,1000,92,76,53,30,14,E,15.604181
120,100000,1000,92,49,27,23,20,E,15.718026
120,100000,1000,58,48,17,12,8,E,11.447725
120,100000,1000,97,76,39,24,17,E,14.573897
120,100000,1000,94,77,31,25,14,E,15.294579
120,100000,1000,44,39,38,23,5,B,0.189996
120,100000,1000,89,79,32,24,11,E,14.617013
120,100000,1000,94,74,59,38,19,E,17.249348
120,100000,1000,76,73,56,21,9,D,9.414688
120,100000,1000,61,55,19,7,5,B,0.204481
120,100000,1000,81,49,36,19,10,D,8.905094
120,100000,1000,87,43,29,24,20,E,14.873165
120,100000,1000,83,74,56,27,11,E,15.864738
120,100000,1000,91,80,50,28,4,E,10.763806
120,100000,1000,76,52,32,18,6,D,4.497484
120,100000,1000,88,58,35,20,6,E,13.822044
120,100000,1000,98,78,49,20,19,E,15.848813
120,100000,1000,97,62,58,37,10,E,15.998912
120,100000,1000,90,21,19,15,14,E,13.887183
